Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR10442384,Targeted-Capture,252,22292190,PRJNA589343,SAMN13281201,Metagenome or environmental,6794835,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7137025,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs32,feces,missing,HCs32,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs32,SRP229792
SRR10442385,Targeted-Capture,252,3322725,PRJNA589343,SAMN13281200,Metagenome or environmental,1697096,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7137024,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs31,feces,missing,HCs31,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs31,SRP229792
SRR10442386,Targeted-Capture,253,5868829,PRJNA589343,SAMN13281199,Metagenome or environmental,1796175,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX7137023,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs30,feces,missing,HCs30,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs30,SRP229792
SRR10442387,Targeted-Capture,252,1356642,PRJNA589343,SAMN13281198,Metagenome or environmental,481501,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7137022,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs29,feces,missing,HCs29,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs29,SRP229792
SRR10442388,Targeted-Capture,252,19398813,PRJNA589343,SAMN13281197,Metagenome or environmental,5869374,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7137021,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs28,feces,missing,HCs28,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs28,SRP229792
SRR10442389,Targeted-Capture,253,22726961,PRJNA589343,SAMN13281196,Metagenome or environmental,6868465,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7137020,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs27,feces,missing,HCs27,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs27,SRP229792
SRR10442390,Targeted-Capture,253,20051274,PRJNA589343,SAMN13281195,Metagenome or environmental,5688507,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7137019,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs26,feces,missing,HCs26,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs26,SRP229792
SRR10442391,Targeted-Capture,252,22182677,PRJNA589343,SAMN13281194,Metagenome or environmental,5705744,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7137018,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs25,feces,missing,HCs25,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs25,SRP229792
SRR10442392,Targeted-Capture,252,18683708,PRJNA589343,SAMN13281193,Metagenome or environmental,5628873,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7137017,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,HCs24,feces,missing,HCs24,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,HCs24,SRP229792
SRR10442393,Targeted-Capture,253,19345765,PRJNA589343,SAMN13281103,Metagenome or environmental,5620876,GOTHENBURG UNIVERSITY,not collected,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7137016,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD11,feces,missing,ASD11,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD11,SRP229792
SRR10442394,Targeted-Capture,252,19391850,PRJNA589343,SAMN13281094,Metagenome or environmental,5777177,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7137015,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD2,feces,missing,ASD2,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD2,SRP229792
SRR10442395,Targeted-Capture,253,22922402,PRJNA589343,SAMN13281093,Metagenome or environmental,6746535,GOTHENBURG UNIVERSITY,not collected,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7137014,uncalculated,uncalculated,not collected,Homo sapiens,Illumina HiSeq 4000,ASD1,feces,missing,ASD1,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-12-01T00:00:00Z,ASD1,SRP229792
